idx,file_name_list,speakers,visual_features,acoustic_features,lexical_features,emotion_labels
1280,Ses05M_script01_1_F032,F05,/features/visual_features/Session5/Ses05M_script01_1/Ses05M_script01_1_F032.npy,/features/acoustic_features/Session5/Ses05M_script01_1/Ses05M_script01_1_F032.npy,/features/lexical_features/Session5/Ses05M_script01_1/Ses05M_script01_1_F032.npy,0
1281,Ses05M_script01_1_F035,F05,/features/visual_features/Session5/Ses05M_script01_1/Ses05M_script01_1_F035.npy,/features/acoustic_features/Session5/Ses05M_script01_1/Ses05M_script01_1_F035.npy,/features/lexical_features/Session5/Ses05M_script01_1/Ses05M_script01_1_F035.npy,0
1282,Ses05M_script01_1_M025,M05,/features/visual_features/Session5/Ses05M_script01_1/Ses05M_script01_1_M025.npy,/features/acoustic_features/Session5/Ses05M_script01_1/Ses05M_script01_1_M025.npy,/features/lexical_features/Session5/Ses05M_script01_1/Ses05M_script01_1_M025.npy,0
1283,Ses05M_script01_1_M028,M05,/features/visual_features/Session5/Ses05M_script01_1/Ses05M_script01_1_M028.npy,/features/acoustic_features/Session5/Ses05M_script01_1/Ses05M_script01_1_M028.npy,/features/lexical_features/Session5/Ses05M_script01_1/Ses05M_script01_1_M028.npy,0
1284,Ses05M_script01_1_M035,M05,/features/visual_features/Session5/Ses05M_script01_1/Ses05M_script01_1_M035.npy,/features/acoustic_features/Session5/Ses05M_script01_1/Ses05M_script01_1_M035.npy,/features/lexical_features/Session5/Ses05M_script01_1/Ses05M_script01_1_M035.npy,0
1285,Ses05M_script01_1b_F023,F05,/features/visual_features/Session5/Ses05M_script01_1b/Ses05M_script01_1b_F023.npy,/features/acoustic_features/Session5/Ses05M_script01_1b/Ses05M_script01_1b_F023.npy,/features/lexical_features/Session5/Ses05M_script01_1b/Ses05M_script01_1b_F023.npy,3
1286,Ses05M_script01_1b_F028,F05,/features/visual_features/Session5/Ses05M_script01_1b/Ses05M_script01_1b_F028.npy,/features/acoustic_features/Session5/Ses05M_script01_1b/Ses05M_script01_1b_F028.npy,/features/lexical_features/Session5/Ses05M_script01_1b/Ses05M_script01_1b_F028.npy,1
1287,Ses05M_script01_1b_M031,M05,/features/visual_features/Session5/Ses05M_script01_1b/Ses05M_script01_1b_M031.npy,/features/acoustic_features/Session5/Ses05M_script01_1b/Ses05M_script01_1b_M031.npy,/features/lexical_features/Session5/Ses05M_script01_1b/Ses05M_script01_1b_M031.npy,0
1288,Ses05M_script01_1b_M033,M05,/features/visual_features/Session5/Ses05M_script01_1b/Ses05M_script01_1b_M033.npy,/features/acoustic_features/Session5/Ses05M_script01_1b/Ses05M_script01_1b_M033.npy,/features/lexical_features/Session5/Ses05M_script01_1b/Ses05M_script01_1b_M033.npy,0
1289,Ses05M_script01_1b_M041,M05,/features/visual_features/Session5/Ses05M_script01_1b/Ses05M_script01_1b_M041.npy,/features/acoustic_features/Session5/Ses05M_script01_1b/Ses05M_script01_1b_M041.npy,/features/lexical_features/Session5/Ses05M_script01_1b/Ses05M_script01_1b_M041.npy,0
1290,Ses05M_script01_2_F015,F05,/features/visual_features/Session5/Ses05M_script01_2/Ses05M_script01_2_F015.npy,/features/acoustic_features/Session5/Ses05M_script01_2/Ses05M_script01_2_F015.npy,/features/lexical_features/Session5/Ses05M_script01_2/Ses05M_script01_2_F015.npy,0
1291,Ses05M_script01_2_M001,M05,/features/visual_features/Session5/Ses05M_script01_2/Ses05M_script01_2_M001.npy,/features/acoustic_features/Session5/Ses05M_script01_2/Ses05M_script01_2_M001.npy,/features/lexical_features/Session5/Ses05M_script01_2/Ses05M_script01_2_M001.npy,3
1292,Ses05M_script01_3_F009,F05,/features/visual_features/Session5/Ses05M_script01_3/Ses05M_script01_3_F009.npy,/features/acoustic_features/Session5/Ses05M_script01_3/Ses05M_script01_3_F009.npy,/features/lexical_features/Session5/Ses05M_script01_3/Ses05M_script01_3_F009.npy,2
1293,Ses05M_script01_3_F023,F05,/features/visual_features/Session5/Ses05M_script01_3/Ses05M_script01_3_F023.npy,/features/acoustic_features/Session5/Ses05M_script01_3/Ses05M_script01_3_F023.npy,/features/lexical_features/Session5/Ses05M_script01_3/Ses05M_script01_3_F023.npy,1
1294,Ses05M_script01_3_F024,F05,/features/visual_features/Session5/Ses05M_script01_3/Ses05M_script01_3_F024.npy,/features/acoustic_features/Session5/Ses05M_script01_3/Ses05M_script01_3_F024.npy,/features/lexical_features/Session5/Ses05M_script01_3/Ses05M_script01_3_F024.npy,1
1295,Ses05M_script01_3_M019,M05,/features/visual_features/Session5/Ses05M_script01_3/Ses05M_script01_3_M019.npy,/features/acoustic_features/Session5/Ses05M_script01_3/Ses05M_script01_3_M019.npy,/features/lexical_features/Session5/Ses05M_script01_3/Ses05M_script01_3_M019.npy,1
1296,Ses05M_script01_3_M022,M05,/features/visual_features/Session5/Ses05M_script01_3/Ses05M_script01_3_M022.npy,/features/acoustic_features/Session5/Ses05M_script01_3/Ses05M_script01_3_M022.npy,/features/lexical_features/Session5/Ses05M_script01_3/Ses05M_script01_3_M022.npy,3
1297,Ses05M_script01_3_M030,M05,/features/visual_features/Session5/Ses05M_script01_3/Ses05M_script01_3_M030.npy,/features/acoustic_features/Session5/Ses05M_script01_3/Ses05M_script01_3_M030.npy,/features/lexical_features/Session5/Ses05M_script01_3/Ses05M_script01_3_M030.npy,1
1298,Ses05M_script02_1_F001,F05,/features/visual_features/Session5/Ses05M_script02_1/Ses05M_script02_1_F001.npy,/features/acoustic_features/Session5/Ses05M_script02_1/Ses05M_script02_1_F001.npy,/features/lexical_features/Session5/Ses05M_script02_1/Ses05M_script02_1_F001.npy,3
1299,Ses05M_script02_1_F016,F05,/features/visual_features/Session5/Ses05M_script02_1/Ses05M_script02_1_F016.npy,/features/acoustic_features/Session5/Ses05M_script02_1/Ses05M_script02_1_F016.npy,/features/lexical_features/Session5/Ses05M_script02_1/Ses05M_script02_1_F016.npy,1
1300,Ses05M_script02_2_F000,F05,/features/visual_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F000.npy,/features/acoustic_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F000.npy,/features/lexical_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F000.npy,3
1301,Ses05M_script02_2_F009,F05,/features/visual_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F009.npy,/features/acoustic_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F009.npy,/features/lexical_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F009.npy,0
1302,Ses05M_script02_2_F010,F05,/features/visual_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F010.npy,/features/acoustic_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F010.npy,/features/lexical_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F010.npy,0
1303,Ses05M_script02_2_F012,F05,/features/visual_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F012.npy,/features/acoustic_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F012.npy,/features/lexical_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F012.npy,1
1304,Ses05M_script02_2_F014,F05,/features/visual_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F014.npy,/features/acoustic_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F014.npy,/features/lexical_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F014.npy,1
1305,Ses05M_script02_2_F017,F05,/features/visual_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F017.npy,/features/acoustic_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F017.npy,/features/lexical_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F017.npy,1
1306,Ses05M_script02_2_F019,F05,/features/visual_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F019.npy,/features/acoustic_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F019.npy,/features/lexical_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F019.npy,1
1307,Ses05M_script02_2_F023,F05,/features/visual_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F023.npy,/features/acoustic_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F023.npy,/features/lexical_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F023.npy,1
1308,Ses05M_script02_2_F031,F05,/features/visual_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F031.npy,/features/acoustic_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F031.npy,/features/lexical_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F031.npy,1
1309,Ses05M_script02_2_F034,F05,/features/visual_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F034.npy,/features/acoustic_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F034.npy,/features/lexical_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F034.npy,2
1310,Ses05M_script02_2_F038,F05,/features/visual_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F038.npy,/features/acoustic_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F038.npy,/features/lexical_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F038.npy,2
1311,Ses05M_script02_2_M005,M05,/features/visual_features/Session5/Ses05M_script02_2/Ses05M_script02_2_M005.npy,/features/acoustic_features/Session5/Ses05M_script02_2/Ses05M_script02_2_M005.npy,/features/lexical_features/Session5/Ses05M_script02_2/Ses05M_script02_2_M005.npy,3
1312,Ses05M_script02_2_M026,M05,/features/visual_features/Session5/Ses05M_script02_2/Ses05M_script02_2_M026.npy,/features/acoustic_features/Session5/Ses05M_script02_2/Ses05M_script02_2_M026.npy,/features/lexical_features/Session5/Ses05M_script02_2/Ses05M_script02_2_M026.npy,0
1313,Ses05M_script02_2_M031,M05,/features/visual_features/Session5/Ses05M_script02_2/Ses05M_script02_2_M031.npy,/features/acoustic_features/Session5/Ses05M_script02_2/Ses05M_script02_2_M031.npy,/features/lexical_features/Session5/Ses05M_script02_2/Ses05M_script02_2_M031.npy,1
1314,Ses05M_script02_2_M032,M05,/features/visual_features/Session5/Ses05M_script02_2/Ses05M_script02_2_M032.npy,/features/acoustic_features/Session5/Ses05M_script02_2/Ses05M_script02_2_M032.npy,/features/lexical_features/Session5/Ses05M_script02_2/Ses05M_script02_2_M032.npy,1
1315,Ses05M_script02_2_M034,M05,/features/visual_features/Session5/Ses05M_script02_2/Ses05M_script02_2_M034.npy,/features/acoustic_features/Session5/Ses05M_script02_2/Ses05M_script02_2_M034.npy,/features/lexical_features/Session5/Ses05M_script02_2/Ses05M_script02_2_M034.npy,2
1316,Ses05M_script02_2_M040,M05,/features/visual_features/Session5/Ses05M_script02_2/Ses05M_script02_2_M040.npy,/features/acoustic_features/Session5/Ses05M_script02_2/Ses05M_script02_2_M040.npy,/features/lexical_features/Session5/Ses05M_script02_2/Ses05M_script02_2_M040.npy,2
1317,Ses05M_script03_1_F020,F05,/features/visual_features/Session5/Ses05M_script03_1/Ses05M_script03_1_F020.npy,/features/acoustic_features/Session5/Ses05M_script03_1/Ses05M_script03_1_F020.npy,/features/lexical_features/Session5/Ses05M_script03_1/Ses05M_script03_1_F020.npy,3
1318,Ses05M_script03_2_F006,F05,/features/visual_features/Session5/Ses05M_script03_2/Ses05M_script03_2_F006.npy,/features/acoustic_features/Session5/Ses05M_script03_2/Ses05M_script03_2_F006.npy,/features/lexical_features/Session5/Ses05M_script03_2/Ses05M_script03_2_F006.npy,3
1319,Ses05M_script03_2_F012,F05,/features/visual_features/Session5/Ses05M_script03_2/Ses05M_script03_2_F012.npy,/features/acoustic_features/Session5/Ses05M_script03_2/Ses05M_script03_2_F012.npy,/features/lexical_features/Session5/Ses05M_script03_2/Ses05M_script03_2_F012.npy,3
1320,Ses05M_script03_2_F017,F05,/features/visual_features/Session5/Ses05M_script03_2/Ses05M_script03_2_F017.npy,/features/acoustic_features/Session5/Ses05M_script03_2/Ses05M_script03_2_F017.npy,/features/lexical_features/Session5/Ses05M_script03_2/Ses05M_script03_2_F017.npy,0
1321,Ses05M_script03_2_F034,F05,/features/visual_features/Session5/Ses05M_script03_2/Ses05M_script03_2_F034.npy,/features/acoustic_features/Session5/Ses05M_script03_2/Ses05M_script03_2_F034.npy,/features/lexical_features/Session5/Ses05M_script03_2/Ses05M_script03_2_F034.npy,0
1322,Ses05M_script03_2_F035,F05,/features/visual_features/Session5/Ses05M_script03_2/Ses05M_script03_2_F035.npy,/features/acoustic_features/Session5/Ses05M_script03_2/Ses05M_script03_2_F035.npy,/features/lexical_features/Session5/Ses05M_script03_2/Ses05M_script03_2_F035.npy,0
1323,Ses05M_script03_2_F037,F05,/features/visual_features/Session5/Ses05M_script03_2/Ses05M_script03_2_F037.npy,/features/acoustic_features/Session5/Ses05M_script03_2/Ses05M_script03_2_F037.npy,/features/lexical_features/Session5/Ses05M_script03_2/Ses05M_script03_2_F037.npy,0
1324,Ses05M_script03_2_F044,F05,/features/visual_features/Session5/Ses05M_script03_2/Ses05M_script03_2_F044.npy,/features/acoustic_features/Session5/Ses05M_script03_2/Ses05M_script03_2_F044.npy,/features/lexical_features/Session5/Ses05M_script03_2/Ses05M_script03_2_F044.npy,0
1325,Ses05M_script03_2_M015,M05,/features/visual_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M015.npy,/features/acoustic_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M015.npy,/features/lexical_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M015.npy,0
1326,Ses05M_script03_2_M024,M05,/features/visual_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M024.npy,/features/acoustic_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M024.npy,/features/lexical_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M024.npy,3
1327,Ses05M_script03_2_M025,M05,/features/visual_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M025.npy,/features/acoustic_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M025.npy,/features/lexical_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M025.npy,0
1328,Ses05M_script03_2_M026,M05,/features/visual_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M026.npy,/features/acoustic_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M026.npy,/features/lexical_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M026.npy,0
1329,Ses05M_script03_2_M027,M05,/features/visual_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M027.npy,/features/acoustic_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M027.npy,/features/lexical_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M027.npy,0
1330,Ses05M_script03_2_M028,M05,/features/visual_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M028.npy,/features/acoustic_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M028.npy,/features/lexical_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M028.npy,0
1331,Ses05M_script03_2_M029,M05,/features/visual_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M029.npy,/features/acoustic_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M029.npy,/features/lexical_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M029.npy,0
1332,Ses05M_script03_2_M039,M05,/features/visual_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M039.npy,/features/acoustic_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M039.npy,/features/lexical_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M039.npy,0
1333,Ses05M_script03_2_M041,M05,/features/visual_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M041.npy,/features/acoustic_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M041.npy,/features/lexical_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M041.npy,0
1334,Ses05M_script03_2_M042,M05,/features/visual_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M042.npy,/features/acoustic_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M042.npy,/features/lexical_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M042.npy,0
1335,Ses05M_script03_2_M043,M05,/features/visual_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M043.npy,/features/acoustic_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M043.npy,/features/lexical_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M043.npy,0
167,Ses01F_script03_2_M033,M01,/features/visual_features/Session1/Ses01F_script03_2/Ses01F_script03_2_M033.npy,/features/acoustic_features/Session1/Ses01F_script03_2/Ses01F_script03_2_M033.npy,/features/lexical_features/Session1/Ses01F_script03_2/Ses01F_script03_2_M033.npy,0
127,Ses01F_script02_2_F010,F01,/features/visual_features/Session1/Ses01F_script02_2/Ses01F_script02_2_F010.npy,/features/acoustic_features/Session1/Ses01F_script02_2/Ses01F_script02_2_F010.npy,/features/lexical_features/Session1/Ses01F_script02_2/Ses01F_script02_2_F010.npy,0
841,Ses04F_impro01_M014,M04,/features/visual_features/Session4/Ses04F_impro01/Ses04F_impro01_M014.npy,/features/acoustic_features/Session4/Ses04F_impro01/Ses04F_impro01_M014.npy,/features/lexical_features/Session4/Ses04F_impro01/Ses04F_impro01_M014.npy,0
156,Ses01F_script03_2_F021,F01,/features/visual_features/Session1/Ses01F_script03_2/Ses01F_script03_2_F021.npy,/features/acoustic_features/Session1/Ses01F_script03_2/Ses01F_script03_2_F021.npy,/features/lexical_features/Session1/Ses01F_script03_2/Ses01F_script03_2_F021.npy,0
682,Ses03F_script03_2_M028,M03,/features/visual_features/Session3/Ses03F_script03_2/Ses03F_script03_2_M028.npy,/features/acoustic_features/Session3/Ses03F_script03_2/Ses03F_script03_2_M028.npy,/features/lexical_features/Session3/Ses03F_script03_2/Ses03F_script03_2_M028.npy,0
290,Ses01M_script03_2_F022,F01,/features/visual_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F022.npy,/features/acoustic_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F022.npy,/features/lexical_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F022.npy,0
377,Ses02F_script01_2_M018,M02,/features/visual_features/Session2/Ses02F_script01_2/Ses02F_script01_2_M018.npy,/features/acoustic_features/Session2/Ses02F_script01_2/Ses02F_script01_2_M018.npy,/features/lexical_features/Session2/Ses02F_script01_2/Ses02F_script01_2_M018.npy,0
175,Ses01M_impro01_F022,F01,/features/visual_features/Session1/Ses01M_impro01/Ses01M_impro01_F022.npy,/features/acoustic_features/Session1/Ses01M_impro01/Ses01M_impro01_F022.npy,/features/lexical_features/Session1/Ses01M_impro01/Ses01M_impro01_F022.npy,0
291,Ses01M_script03_2_F024,F01,/features/visual_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F024.npy,/features/acoustic_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F024.npy,/features/lexical_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F024.npy,0
1004,Ses04M_script01_1_F034,F04,/features/visual_features/Session4/Ses04M_script01_1/Ses04M_script01_1_F034.npy,/features/acoustic_features/Session4/Ses04M_script01_1/Ses04M_script01_1_F034.npy,/features/lexical_features/Session4/Ses04M_script01_1/Ses04M_script01_1_F034.npy,0
719,Ses03M_impro05a_M002,M03,/features/visual_features/Session3/Ses03M_impro05a/Ses03M_impro05a_M002.npy,/features/acoustic_features/Session3/Ses03M_impro05a/Ses03M_impro05a_M002.npy,/features/lexical_features/Session3/Ses03M_impro05a/Ses03M_impro05a_M002.npy,0
171,Ses01M_impro01_F001,F01,/features/visual_features/Session1/Ses01M_impro01/Ses01M_impro01_F001.npy,/features/acoustic_features/Session1/Ses01M_impro01/Ses01M_impro01_F001.npy,/features/lexical_features/Session1/Ses01M_impro01/Ses01M_impro01_F001.npy,0
238,Ses01M_script01_1_M034,M01,/features/visual_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M034.npy,/features/acoustic_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M034.npy,/features/lexical_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M034.npy,0
952,Ses04F_script03_2_M006,M04,/features/visual_features/Session4/Ses04F_script03_2/Ses04F_script03_2_M006.npy,/features/acoustic_features/Session4/Ses04F_script03_2/Ses04F_script03_2_M006.npy,/features/lexical_features/Session4/Ses04F_script03_2/Ses04F_script03_2_M006.npy,0
903,Ses04F_script01_1_F014,F04,/features/visual_features/Session4/Ses04F_script01_1/Ses04F_script01_1_F014.npy,/features/acoustic_features/Session4/Ses04F_script01_1/Ses04F_script01_1_F014.npy,/features/lexical_features/Session4/Ses04F_script01_1/Ses04F_script01_1_F014.npy,0
916,Ses04F_script01_1_M034,M04,/features/visual_features/Session4/Ses04F_script01_1/Ses04F_script01_1_M034.npy,/features/acoustic_features/Session4/Ses04F_script01_1/Ses04F_script01_1_M034.npy,/features/lexical_features/Session4/Ses04F_script01_1/Ses04F_script01_1_M034.npy,0
1181,Ses05F_script03_2_F023,F05,/features/visual_features/Session5/Ses05F_script03_2/Ses05F_script03_2_F023.npy,/features/acoustic_features/Session5/Ses05F_script03_2/Ses05F_script03_2_F023.npy,/features/lexical_features/Session5/Ses05F_script03_2/Ses05F_script03_2_F023.npy,0
234,Ses01M_script01_1_M020,M01,/features/visual_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M020.npy,/features/acoustic_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M020.npy,/features/lexical_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M020.npy,0
820,Ses03M_script02_2_M033,M03,/features/visual_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M033.npy,/features/acoustic_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M033.npy,/features/lexical_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M033.npy,0
947,Ses04F_script03_2_F028,F04,/features/visual_features/Session4/Ses04F_script03_2/Ses04F_script03_2_F028.npy,/features/acoustic_features/Session4/Ses04F_script03_2/Ses04F_script03_2_F028.npy,/features/lexical_features/Session4/Ses04F_script03_2/Ses04F_script03_2_F028.npy,0
1327,Ses05M_script03_2_M025,M05,/features/visual_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M025.npy,/features/acoustic_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M025.npy,/features/lexical_features/Session5/Ses05M_script03_2/Ses05M_script03_2_M025.npy,0
168,Ses01F_script03_2_M034,M01,/features/visual_features/Session1/Ses01F_script03_2/Ses01F_script03_2_M034.npy,/features/acoustic_features/Session1/Ses01F_script03_2/Ses01F_script03_2_M034.npy,/features/lexical_features/Session1/Ses01F_script03_2/Ses01F_script03_2_M034.npy,0
1039,Ses04M_script03_2_F014,F04,/features/visual_features/Session4/Ses04M_script03_2/Ses04M_script03_2_F014.npy,/features/acoustic_features/Session4/Ses04M_script03_2/Ses04M_script03_2_F014.npy,/features/lexical_features/Session4/Ses04M_script03_2/Ses04M_script03_2_F014.npy,0
1058,Ses05F_impro02_M004,M05,/features/visual_features/Session5/Ses05F_impro02/Ses05F_impro02_M004.npy,/features/acoustic_features/Session5/Ses05F_impro02/Ses05F_impro02_M004.npy,/features/lexical_features/Session5/Ses05F_impro02/Ses05F_impro02_M004.npy,0
642,Ses03F_script01_2_M013,M03,/features/visual_features/Session3/Ses03F_script01_2/Ses03F_script01_2_M013.npy,/features/acoustic_features/Session3/Ses03F_script01_2/Ses03F_script01_2_M013.npy,/features/lexical_features/Session3/Ses03F_script01_2/Ses03F_script01_2_M013.npy,0
291,Ses01M_script03_2_F024,F01,/features/visual_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F024.npy,/features/acoustic_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F024.npy,/features/lexical_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F024.npy,0
839,Ses03M_script03_2_M046,M03,/features/visual_features/Session3/Ses03M_script03_2/Ses03M_script03_2_M046.npy,/features/acoustic_features/Session3/Ses03M_script03_2/Ses03M_script03_2_M046.npy,/features/lexical_features/Session3/Ses03M_script03_2/Ses03M_script03_2_M046.npy,0
207,Ses01M_impro05_M027,M01,/features/visual_features/Session1/Ses01M_impro05/Ses01M_impro05_M027.npy,/features/acoustic_features/Session1/Ses01M_impro05/Ses01M_impro05_M027.npy,/features/lexical_features/Session1/Ses01M_impro05/Ses01M_impro05_M027.npy,0
811,Ses03M_script02_2_F002,F03,/features/visual_features/Session3/Ses03M_script02_2/Ses03M_script02_2_F002.npy,/features/acoustic_features/Session3/Ses03M_script02_2/Ses03M_script02_2_F002.npy,/features/lexical_features/Session3/Ses03M_script02_2/Ses03M_script02_2_F002.npy,0
1189,Ses05F_script03_2_M040,M05,/features/visual_features/Session5/Ses05F_script03_2/Ses05F_script03_2_M040.npy,/features/acoustic_features/Session5/Ses05F_script03_2/Ses05F_script03_2_M040.npy,/features/lexical_features/Session5/Ses05F_script03_2/Ses05F_script03_2_M040.npy,0
1278,Ses05M_script01_1_F021,F05,/features/visual_features/Session5/Ses05M_script01_1/Ses05M_script01_1_F021.npy,/features/acoustic_features/Session5/Ses05M_script01_1/Ses05M_script01_1_F021.npy,/features/lexical_features/Session5/Ses05M_script01_1/Ses05M_script01_1_F021.npy,0
159,Ses01F_script03_2_F035,F01,/features/visual_features/Session1/Ses01F_script03_2/Ses01F_script03_2_F035.npy,/features/acoustic_features/Session1/Ses01F_script03_2/Ses01F_script03_2_F035.npy,/features/lexical_features/Session1/Ses01F_script03_2/Ses01F_script03_2_F035.npy,0
177,Ses01M_impro01_M025,M01,/features/visual_features/Session1/Ses01M_impro01/Ses01M_impro01_M025.npy,/features/acoustic_features/Session1/Ses01M_impro01/Ses01M_impro01_M025.npy,/features/lexical_features/Session1/Ses01M_impro01/Ses01M_impro01_M025.npy,0
177,Ses01M_impro01_M025,M01,/features/visual_features/Session1/Ses01M_impro01/Ses01M_impro01_M025.npy,/features/acoustic_features/Session1/Ses01M_impro01/Ses01M_impro01_M025.npy,/features/lexical_features/Session1/Ses01M_impro01/Ses01M_impro01_M025.npy,0
1013,Ses04M_script01_2_F018,F04,/features/visual_features/Session4/Ses04M_script01_2/Ses04M_script01_2_F018.npy,/features/acoustic_features/Session4/Ses04M_script01_2/Ses04M_script01_2_F018.npy,/features/lexical_features/Session4/Ses04M_script01_2/Ses04M_script01_2_F018.npy,0
916,Ses04F_script01_1_M034,M04,/features/visual_features/Session4/Ses04F_script01_1/Ses04F_script01_1_M034.npy,/features/acoustic_features/Session4/Ses04F_script01_1/Ses04F_script01_1_M034.npy,/features/lexical_features/Session4/Ses04F_script01_1/Ses04F_script01_1_M034.npy,0
687,Ses03M_impro01_M029,M03,/features/visual_features/Session3/Ses03M_impro01/Ses03M_impro01_M029.npy,/features/acoustic_features/Session3/Ses03M_impro01/Ses03M_impro01_M029.npy,/features/lexical_features/Session3/Ses03M_impro01/Ses03M_impro01_M029.npy,0
228,Ses01M_script01_1_F036,F01,/features/visual_features/Session1/Ses01M_script01_1/Ses01M_script01_1_F036.npy,/features/acoustic_features/Session1/Ses01M_script01_1/Ses01M_script01_1_F036.npy,/features/lexical_features/Session1/Ses01M_script01_1/Ses01M_script01_1_F036.npy,0
1284,Ses05M_script01_1_M035,M05,/features/visual_features/Session5/Ses05M_script01_1/Ses05M_script01_1_M035.npy,/features/acoustic_features/Session5/Ses05M_script01_1/Ses05M_script01_1_M035.npy,/features/lexical_features/Session5/Ses05M_script01_1/Ses05M_script01_1_M035.npy,0
712,Ses03M_impro04_M004,M03,/features/visual_features/Session3/Ses03M_impro04/Ses03M_impro04_M004.npy,/features/acoustic_features/Session3/Ses03M_impro04/Ses03M_impro04_M004.npy,/features/lexical_features/Session3/Ses03M_impro04/Ses03M_impro04_M004.npy,0
